original_design,original_ion,new_ion,swapped_design_id,structural_deviation_rmsd,plddt,new_binding_radius,coordination_number,net_charge,bidentate_count
HO_cfg24_des17,HO,PM,HO_cfg24_des17_swapped_PM,0.27084141969680786,0.8592,8.376743,1.25,0.0,0.25
HO_cfg24_des17,HO,PR,HO_cfg24_des17_swapped_PR,0.2790711224079132,0.8639,10.709243,2.5,0.0,0.75
HO_cfg24_des17,HO,SM,HO_cfg24_des17_swapped_SM,0.17188483476638794,0.8642,10.728091,2.5,0.0,0.75
HO_cfg24_des17,HO,TB,HO_cfg24_des17_swapped_TB,0.2403281331062317,0.8634,16.689013,1.25,0.0,0.25
HO_cfg24_des17,HO,TM,HO_cfg24_des17_swapped_TM,0.40846744179725647,0.8585,12.942983,1.0,0.0,0.25
HO_cfg24_des17,HO,YB,HO_cfg24_des17_swapped_YB,0.2117842584848404,0.8648,19.609718,0.0,0.0,0.0
HO_cfg24_des17,HO,ZN,HO_cfg24_des17_swapped_ZN,0.312699556350708,0.8579,11.945853,1.25,0.0,0.25
HO_cfg12_des22,HO,CA,HO_cfg12_des22_swapped_CA,,0.8577,12.896508,1.0,0.0,0.25
HO_cfg12_des22,HO,CE,HO_cfg12_des22_swapped_CE,0.33866190910339355,0.8529,12.833409,1.0,0.0,0.25
HO_cfg12_des22,HO,CO,HO_cfg12_des22_swapped_CO,0.41250890493392944,0.864,5.31951,1.75,0.0,0.5
HO_cfg12_des22,HO,CU,HO_cfg12_des22_swapped_CU,0.3888445198535919,0.8498,24.97007,0.0,0.0,0.0
HO_cfg12_des22,HO,DY,HO_cfg12_des22_swapped_DY,0.29358986020088196,0.8647,16.715082,1.0,0.0,0.25
HO_cfg12_des22,HO,ER,HO_cfg12_des22_swapped_ER,0.3565398156642914,0.8572,10.698643,1.0,0.0,0.25
HO_cfg12_des22,HO,EU,HO_cfg12_des22_swapped_EU,0.2786293625831604,0.8573,10.858577,1.0,0.0,0.25
HO_cfg12_des22,HO,FE,HO_cfg12_des22_swapped_FE,0.24429288506507874,0.8536,24.780115,0.0,0.0,0.0
HO_cfg12_des22,HO,GD,HO_cfg12_des22_swapped_GD,0.3235417604446411,0.8604,10.773166,1.0,0.0,0.25
HO_cfg12_des22,HO,LA,HO_cfg12_des22_swapped_LA,0.22299028933048248,0.8631,12.972923,1.0,0.0,0.25
HO_cfg12_des22,HO,LU,HO_cfg12_des22_swapped_LU,0.276957631111145,0.8579,5.277742,1.5,0.0,0.5
HO_cfg12_des22,HO,MN,HO_cfg12_des22_swapped_MN,0.4287262260913849,0.8593,16.494528,1.0,0.0,0.25
HO_cfg12_des22,HO,ND,HO_cfg12_des22_swapped_ND,0.9479753971099854,0.8538,16.425226,1.0,0.0,0.25
HO_cfg12_des22,HO,NI,HO_cfg12_des22_swapped_NI,0.3737087547779083,0.8645,24.589745,0.0,0.0,0.0
HO_cfg12_des22,HO,PM,HO_cfg12_des22_swapped_PM,0.3753625452518463,0.8475,19.865839,0.0,0.0,0.0
HO_cfg12_des22,HO,PR,HO_cfg12_des22_swapped_PR,0.198544442653656,0.8591,15.468213,0.0,0.0,0.0
HO_cfg12_des22,HO,SM,HO_cfg12_des22_swapped_SM,0.21295979619026184,0.8637,10.853118,1.0,0.0,0.25
HO_cfg12_des22,HO,TB,HO_cfg12_des22_swapped_TB,0.2494785189628601,0.8602,16.518442,1.0,0.0,0.25
HO_cfg12_des22,HO,TM,HO_cfg12_des22_swapped_TM,0.40953633189201355,0.854,12.863324,1.0,0.0,0.25
HO_cfg12_des22,HO,YB,HO_cfg12_des22_swapped_YB,0.4326958656311035,0.8599,15.655513,0.0,0.0,0.0
HO_cfg12_des22,HO,ZN,HO_cfg12_des22_swapped_ZN,0.4268212914466858,0.8614,19.112432,1.25,0.0,0.5
HO_cfg1_des14,HO,CA,HO_cfg1_des14_swapped_CA,,0.8605,9.388015,0.75,0.0,0.25
HO_cfg1_des14,HO,CE,HO_cfg1_des14_swapped_CE,0.5895562171936035,0.8614,19.7619,0.0,0.0,0.0
HO_cfg1_des14,HO,CO,HO_cfg1_des14_swapped_CO,0.605343759059906,0.8654,16.959986,0.75,0.0,0.25
HO_cfg1_des14,HO,CU,HO_cfg1_des14_swapped_CU,0.9946833848953247,0.8561,3.957856,2.5,0.0,0.75
HO_cfg1_des14,HO,DY,HO_cfg1_des14_swapped_DY,0.4498634338378906,0.8612,4.0894012,2.5,0.0,0.75
HO_cfg1_des14,HO,ER,HO_cfg1_des14_swapped_ER,0.5203441381454468,0.8594,18.010252,0.0,0.0,0.0
HO_cfg1_des14,HO,EU,HO_cfg1_des14_swapped_EU,0.8434008359909058,0.8656,14.180153,0.0,0.0,0.0
HO_cfg1_des14,HO,FE,HO_cfg1_des14_swapped_FE,1.27254056930542,0.8599,11.277516,1.0,0.0,0.25
HO_cfg1_des14,HO,GD,HO_cfg1_des14_swapped_GD,0.5986957550048828,0.862,15.468106,0.75,0.0,0.25
HO_cfg1_des14,HO,LA,HO_cfg1_des14_swapped_LA,1.11517333984375,0.8611,15.948314,0.75,0.0,0.25
HO_cfg1_des14,HO,LU,HO_cfg1_des14_swapped_LU,0.5733667612075806,0.8603,11.059264,0.75,0.0,0.25
HO_cfg1_des14,HO,MN,HO_cfg1_des14_swapped_MN,0.5280061960220337,0.8622,13.799558,0.75,0.0,0.25
HO_cfg1_des14,HO,ND,HO_cfg1_des14_swapped_ND,0.9583411812782288,0.8621,7.849064,0.75,0.0,0.25
HO_cfg1_des14,HO,NI,HO_cfg1_des14_swapped_NI,0.6235073208808899,0.8642,15.390668,0.75,0.0,0.25
HO_cfg1_des14,HO,PM,HO_cfg1_des14_swapped_PM,0.5216030478477478,0.8604,14.9674425,0.0,0.0,0.0
HO_cfg1_des14,HO,PR,HO_cfg1_des14_swapped_PR,0.5914577841758728,0.8619,15.687253,0.75,0.0,0.25
HO_cfg1_des14,HO,SM,HO_cfg1_des14_swapped_SM,0.4638636112213135,0.8602,19.444689,0.0,0.0,0.0
HO_cfg1_des14,HO,TB,HO_cfg1_des14_swapped_TB,0.5271729230880737,0.8619,13.904262,1.0,0.0,0.25
HO_cfg1_des14,HO,TM,HO_cfg1_des14_swapped_TM,1.1847562789916992,0.8586,10.46552,1.75,0.0,0.5
HO_cfg1_des14,HO,YB,HO_cfg1_des14_swapped_YB,1.063926100730896,0.8644,13.988572,1.0,0.0,0.25
HO_cfg1_des14,HO,ZN,HO_cfg1_des14_swapped_ZN,0.446853369474411,0.8585,19.020391,0.0,0.0,0.0
LA_cfg20_des6,LA,CA,LA_cfg20_des6_swapped_CA,,0.8654,15.112564,0.75,0.0,0.25
LA_cfg20_des6,LA,CE,LA_cfg20_des6_swapped_CE,0.2761411964893341,0.8676,13.453583,0.5,0.0,0.25
LA_cfg20_des6,LA,CO,LA_cfg20_des6_swapped_CO,0.204719677567482,0.8762,17.792934,0.0,0.0,0.0
LA_cfg20_des6,LA,CU,LA_cfg20_des6_swapped_CU,0.2084902822971344,0.8563,13.7347975,0.5,0.0,0.25
LA_cfg20_des6,LA,DY,LA_cfg20_des6_swapped_DY,0.19972382485866547,0.8762,13.31866,0.75,0.0,0.25
LA_cfg20_des6,LA,ER,LA_cfg20_des6_swapped_ER,0.2384132593870163,0.8658,13.229178,0.75,0.0,0.25
LA_cfg20_des6,LA,EU,LA_cfg20_des6_swapped_EU,0.16187015175819397,0.8708,19.918024,0.0,0.0,0.0
LA_cfg20_des6,LA,FE,LA_cfg20_des6_swapped_FE,0.21387426555156708,0.8636,22.70833,0.0,0.0,0.0
LA_cfg20_des6,LA,GD,LA_cfg20_des6_swapped_GD,0.24937166273593903,0.8695,11.707131,1.25,0.0,0.5
LA_cfg20_des6,LA,HO,LA_cfg20_des6_swapped_HO,0.18283721804618835,0.8694,11.684567,1.25,0.0,0.5
LA_cfg20_des6,LA,LU,LA_cfg20_des6_swapped_LU,0.18386417627334595,0.8675,11.641297,1.25,0.0,0.5
LA_cfg20_des6,LA,MN,LA_cfg20_des6_swapped_MN,0.23654617369174957,0.8695,14.943156,0.75,0.0,0.25
LA_cfg20_des6,LA,ND,LA_cfg20_des6_swapped_ND,0.35950005054473877,0.869,13.294243,0.5,0.0,0.25
LA_cfg20_des6,LA,NI,LA_cfg20_des6_swapped_NI,0.2703045606613159,0.8746,6.772167,1.25,0.0,0.5
LA_cfg20_des6,LA,PM,LA_cfg20_des6_swapped_PM,0.49655988812446594,0.8628,18.123514,0.0,0.0,0.0
LA_cfg20_des6,LA,PR,LA_cfg20_des6_swapped_PR,0.20331650972366333,0.8715,21.775225,0.0,0.0,0.0
LA_cfg20_des6,LA,SM,LA_cfg20_des6_swapped_SM,0.15552125871181488,0.8713,16.010406,0.0,0.0,0.0
LA_cfg20_des6,LA,TB,LA_cfg20_des6_swapped_TB,0.3576899766921997,0.8711,11.634376,1.25,0.0,0.5
LA_cfg20_des6,LA,TM,LA_cfg20_des6_swapped_TM,0.3009537160396576,0.8635,13.13099,0.75,0.0,0.25
LA_cfg20_des6,LA,YB,LA_cfg20_des6_swapped_YB,0.40088915824890137,0.8719,18.378935,0.0,0.0,0.0
LA_cfg20_des6,LA,ZN,LA_cfg20_des6_swapped_ZN,0.4258429706096649,0.8624,18.339489,0.0,0.0,0.0
LA_cfg20_des11,LA,CA,LA_cfg20_des11_swapped_CA,,0.8656,12.536774,0.75,0.0,0.25
LA_cfg20_des11,LA,CE,LA_cfg20_des11_swapped_CE,0.4823973476886749,0.8703,17.875725,0.0,0.0,0.0
LA_cfg20_des11,LA,CO,LA_cfg20_des11_swapped_CO,0.44300514459609985,0.873,17.323313,0.0,0.0,0.0
LA_cfg20_des11,LA,CU,LA_cfg20_des11_swapped_CU,0.3963964283466339,0.8613,23.767286,0.0,0.0,0.0
LA_cfg20_des11,LA,DY,LA_cfg20_des11_swapped_DY,0.2632461190223694,0.8706,12.814908,0.75,0.0,0.25
LA_cfg20_des11,LA,ER,LA_cfg20_des11_swapped_ER,0.44948405027389526,0.8641,12.493209,0.75,0.0,0.25
LA_cfg20_des11,LA,EU,LA_cfg20_des11_swapped_EU,0.21416234970092773,0.8681,14.792427,0.0,0.0,0.0
LA_cfg20_des11,LA,FE,LA_cfg20_des11_swapped_FE,0.44603773951530457,0.8673,12.075633,1.0,0.0,0.25
LA_cfg20_des11,LA,GD,LA_cfg20_des11_swapped_GD,0.27927476167678833,0.8685,14.7105,0.0,0.0,0.0
LA_cfg20_des11,LA,HO,LA_cfg20_des11_swapped_HO,0.32969769835472107,0.8688,14.640832,0.0,0.0,0.0
LA_cfg20_des11,LA,LU,LA_cfg20_des11_swapped_LU,0.2805851399898529,0.869,13.46233,0.5,0.0,0.25
LA_cfg20_des11,LA,MN,LA_cfg20_des11_swapped_MN,0.24571681022644043,0.8701,12.475333,0.75,0.0,0.25
LA_cfg20_des11,LA,ND,LA_cfg20_des11_swapped_ND,0.5515653491020203,0.8709,12.58962,0.75,0.0,0.25
LA_cfg20_des11,LA,NI,LA_cfg20_des11_swapped_NI,0.5953019857406616,0.8717,16.554407,0.0,0.0,0.0
LA_cfg20_des11,LA,PM,LA_cfg20_des11_swapped_PM,0.2556934356689453,0.8662,18.073599,0.0,0.0,0.0
LA_cfg20_des11,LA,PR,LA_cfg20_des11_swapped_PR,0.279575914144516,0.8706,18.527597,0.0,0.0,0.0
LA_cfg20_des11,LA,SM,LA_cfg20_des11_swapped_SM,0.2504206895828247,0.8688,11.602698,1.25,0.0,0.5
LA_cfg20_des11,LA,TB,LA_cfg20_des11_swapped_TB,0.20149445533752441,0.8687,14.744773,0.0,0.0,0.0
LA_cfg20_des11,LA,TM,LA_cfg20_des11_swapped_TM,0.23252037167549133,0.8602,12.696743,0.75,0.0,0.25
LA_cfg20_des11,LA,YB,LA_cfg20_des11_swapped_YB,0.25622954964637756,0.8721,14.855194,0.0,0.0,0.0
LA_cfg20_des11,LA,ZN,LA_cfg20_des11_swapped_ZN,0.4601191282272339,0.8648,13.34624,0.5,0.0,0.25
LA_cfg20_des7,LA,CA,LA_cfg20_des7_swapped_CA,,0.868,13.195362,0.75,0.0,0.25
LA_cfg20_des7,LA,CE,LA_cfg20_des7_swapped_CE,0.31527888774871826,0.8638,11.66159,1.25,0.0,0.5
LA_cfg20_des7,LA,CO,LA_cfg20_des7_swapped_CO,0.3801179826259613,0.8699,16.708733,0.25,0.0,0.0
LA_cfg20_des7,LA,CU,LA_cfg20_des7_swapped_CU,0.7547412514686584,0.8601,17.789633,0.0,0.0,0.0
LA_cfg20_des7,LA,DY,LA_cfg20_des7_swapped_DY,0.28981566429138184,0.8701,18.248316,0.0,0.0,0.0
LA_cfg20_des7,LA,ER,LA_cfg20_des7_swapped_ER,0.22870822250843048,0.8667,21.781042,0.0,0.0,0.0
LA_cfg20_des7,LA,EU,LA_cfg20_des7_swapped_EU,0.3599580228328705,0.8658,11.673474,1.25,0.0,0.5
LA_cfg20_des7,LA,FE,LA_cfg20_des7_swapped_FE,0.4099056124687195,0.8612,21.955465,0.0,0.0,0.0
LA_cfg20_des7,LA,GD,LA_cfg20_des7_swapped_GD,0.48893842101097107,0.8673,11.494592,1.5,0.0,0.5
LA_cfg20_des7,LA,HO,LA_cfg20_des7_swapped_HO,0.30846187472343445,0.8659,11.551627,1.25,0.0,0.5
LA_cfg20_des7,LA,LU,LA_cfg20_des7_swapped_LU,0.37779557704925537,0.865,11.655766,1.25,0.0,0.5
LA_cfg20_des7,LA,MN,LA_cfg20_des7_swapped_MN,0.40365511178970337,0.8668,11.918064,1.0,0.0,0.25
LA_cfg20_des7,LA,ND,LA_cfg20_des7_swapped_ND,0.33389225602149963,0.8654,11.399312,1.25,0.0,0.25
LA_cfg20_des7,LA,NI,LA_cfg20_des7_swapped_NI,0.4994838237762451,0.8695,9.265565,0.5,0.0,0.25
LA_cfg20_des7,LA,PM,LA_cfg20_des7_swapped_PM,0.2654596269130707,0.8654,17.213715,0.0,0.0,0.0
LA_cfg20_des7,LA,PR,LA_cfg20_des7_swapped_PR,0.28238776326179504,0.8698,21.690481,0.0,0.0,0.0
LA_cfg20_des7,LA,SM,LA_cfg20_des7_swapped_SM,0.23801061511039734,0.8701,21.570364,0.0,0.0,0.0
LA_cfg20_des7,LA,TB,LA_cfg20_des7_swapped_TB,0.3621717691421509,0.8687,11.425652,1.25,0.0,0.5
LA_cfg20_des7,LA,TM,LA_cfg20_des7_swapped_TM,0.23393531143665314,0.8637,13.4026,0.75,0.0,0.25
LA_cfg20_des7,LA,YB,LA_cfg20_des7_swapped_YB,0.2605588436126709,0.8701,11.516915,1.25,0.0,0.5
LA_cfg20_des7,LA,ZN,LA_cfg20_des7_swapped_ZN,0.458211213350296,0.8649,13.982468,0.5,0.0,0.25
LA_cfg20_des14,LA,CA,LA_cfg20_des14_swapped_CA,,0.8643,14.869075,0.75,0.0,0.25
LA_cfg20_des14,LA,CE,LA_cfg20_des14_swapped_CE,1.039820909500122,0.8588,17.105915,0.0,0.0,0.0
LA_cfg20_des14,LA,CO,LA_cfg20_des14_swapped_CO,0.26002010703086853,0.8704,11.616298,0.75,0.0,0.25
LA_cfg20_des14,LA,CU,LA_cfg20_des14_swapped_CU,1.1553291082382202,0.8525,18.070518,0.0,0.0,0.0
LA_cfg20_des14,LA,DY,LA_cfg20_des14_swapped_DY,0.3275328576564789,0.8695,13.867378,0.75,0.0,0.25
LA_cfg20_des14,LA,ER,LA_cfg20_des14_swapped_ER,1.3321359157562256,0.8584,17.915615,0.0,0.0,0.0
LA_cfg20_des14,LA,EU,LA_cfg20_des14_swapped_EU,0.2553691565990448,0.8702,11.753289,1.25,0.0,0.5
LA_cfg20_des14,LA,FE,LA_cfg20_des14_swapped_FE,0.2809859812259674,0.8651,10.253759,0.5,0.0,0.25
LA_cfg20_des14,LA,GD,LA_cfg20_des14_swapped_GD,0.7442397475242615,0.8677,13.744128,0.5,0.0,0.25
LA_cfg20_des14,LA,HO,LA_cfg20_des14_swapped_HO,0.38879162073135376,0.8663,22.358826,0.0,0.0,0.0
LA_cfg20_des14,LA,LU,LA_cfg20_des14_swapped_LU,0.253043532371521,0.8664,11.619573,1.25,0.0,0.5
LA_cfg20_des14,LA,MN,LA_cfg20_des14_swapped_MN,1.1831777095794678,0.8591,21.521631,0.0,0.0,0.0
LA_cfg20_des14,LA,ND,LA_cfg20_des14_swapped_ND,0.2671516537666321,0.8674,13.430957,0.5,0.0,0.25
LA_cfg20_des14,LA,NI,LA_cfg20_des14_swapped_NI,1.3635345697402954,0.8627,12.325504,0.0,0.0,0.0
LA_cfg20_des14,LA,PM,LA_cfg20_des14_swapped_PM,1.1505995988845825,0.8554,11.673638,0.75,0.0,0.25
LA_cfg20_des14,LA,PR,LA_cfg20_des14_swapped_PR,1.2274805307388306,0.8614,17.80348,0.0,0.0,0.0
LA_cfg20_des14,LA,SM,LA_cfg20_des14_swapped_SM,0.42990797758102417,0.8672,22.524849,0.0,0.0,0.0
LA_cfg20_des14,LA,TB,LA_cfg20_des14_swapped_TB,0.7765834927558899,0.8679,11.507781,1.25,0.0,0.5
LA_cfg20_des14,LA,TM,LA_cfg20_des14_swapped_TM,0.315548837184906,0.8636,13.30623,0.75,0.0,0.25
LA_cfg20_des14,LA,YB,LA_cfg20_des14_swapped_YB,1.151763916015625,0.8627,13.682613,0.5,0.0,0.25
LA_cfg20_des14,LA,ZN,LA_cfg20_des14_swapped_ZN,1.2561004161834717,0.856,18.042782,0.0,0.0,0.0
LA_cfg20_des20,LA,CA,LA_cfg20_des20_swapped_CA,,0.8635,13.345509,0.75,0.0,0.25
LA_cfg20_des20,LA,CE,LA_cfg20_des20_swapped_CE,0.4286450743675232,0.866,13.72553,0.75,0.0,0.25
LA_cfg20_des20,LA,CO,LA_cfg20_des20_swapped_CO,0.24416124820709229,0.8729,10.761631,0.75,0.0,0.25
LA_cfg20_des20,LA,CU,LA_cfg20_des20_swapped_CU,0.5736894607543945,0.8617,18.139635,0.0,0.0,0.0
LA_cfg20_des20,LA,DY,LA_cfg20_des20_swapped_DY,0.4077562093734741,0.8707,16.646015,0.75,0.0,0.25
LA_cfg20_des20,LA,ER,LA_cfg20_des20_swapped_ER,0.3249915838241577,0.865,22.70223,0.0,0.0,0.0
LA_cfg20_des20,LA,EU,LA_cfg20_des20_swapped_EU,0.1913347691297531,0.8714,22.497229,0.0,0.0,0.0
LA_cfg20_des20,LA,FE,LA_cfg20_des20_swapped_FE,0.28247982263565063,0.8664,17.625458,0.0,0.0,0.0
LA_cfg20_des20,LA,GD,LA_cfg20_des20_swapped_GD,0.2689613103866577,0.87,15.167943,0.5,0.0,0.25
LA_cfg20_des20,LA,HO,LA_cfg20_des20_swapped_HO,0.2873934507369995,0.8686,22.155436,0.0,0.0,0.0
LA_cfg20_des20,LA,LU,LA_cfg20_des20_swapped_LU,0.15217375755310059,0.8698,11.521565,1.25,0.0,0.5
LA_cfg20_des20,LA,MN,LA_cfg20_des20_swapped_MN,0.18780840933322906,0.8673,12.005623,0.75,0.0,0.25
LA_cfg20_des20,LA,ND,LA_cfg20_des20_swapped_ND,0.22632455825805664,0.8677,13.264609,0.75,0.0,0.25
LA_cfg20_des20,LA,NI,LA_cfg20_des20_swapped_NI,0.8175974488258362,0.8719,23.75979,0.0,0.0,0.0
LA_cfg20_des20,LA,PM,LA_cfg20_des20_swapped_PM,0.31188133358955383,0.8648,9.108273,0.75,0.0,0.25
LA_cfg20_des20,LA,PR,LA_cfg20_des20_swapped_PR,0.324531614780426,0.8701,12.76208,0.0,0.0,0.0
LA_cfg20_des20,LA,SM,LA_cfg20_des20_swapped_SM,0.2825513780117035,0.8682,12.886841,0.0,0.0,0.0
LA_cfg20_des20,LA,TB,LA_cfg20_des20_swapped_TB,0.3135813772678375,0.8702,15.509323,0.0,0.0,0.0
LA_cfg20_des20,LA,TM,LA_cfg20_des20_swapped_TM,0.3553846776485443,0.8623,11.539886,1.5,0.0,0.5
LA_cfg20_des20,LA,YB,LA_cfg20_des20_swapped_YB,0.12989868223667145,0.871,15.524494,0.0,0.0,0.0
LA_cfg20_des20,LA,ZN,LA_cfg20_des20_swapped_ZN,0.4395763576030731,0.8647,13.863831,0.75,0.0,0.25
LA_cfg20_des0,LA,CA,LA_cfg20_des0_swapped_CA,,0.8619,17.880331,0.0,0.0,0.0
LA_cfg20_des0,LA,CE,LA_cfg20_des0_swapped_CE,0.3862447440624237,0.8647,17.72266,0.0,0.0,0.0
LA_cfg20_des0,LA,CO,LA_cfg20_des0_swapped_CO,0.4816264510154724,0.8703,17.8741,0.0,0.0,0.0
LA_cfg20_des0,LA,CU,LA_cfg20_des0_swapped_CU,0.5052452683448792,0.8591,18.126152,0.0,0.0,0.0
LA_cfg20_des0,LA,DY,LA_cfg20_des0_swapped_DY,0.2897396683692932,0.867,14.043828,0.5,0.0,0.25
LA_cfg20_des0,LA,ER,LA_cfg20_des0_swapped_ER,0.29420867562294006,0.8641,13.81485,0.5,0.0,0.25
LA_cfg20_des0,LA,EU,LA_cfg20_des0_swapped_EU,0.3731905519962311,0.8685,11.758003,1.25,0.0,0.5
LA_cfg20_des0,LA,FE,LA_cfg20_des0_swapped_FE,0.3736039698123932,0.8626,19.183966,0.0,0.0,0.0
LA_cfg20_des0,LA,GD,LA_cfg20_des0_swapped_GD,0.9812158346176147,0.8673,17.93402,0.0,0.0,0.0
LA_cfg20_des0,LA,HO,LA_cfg20_des0_swapped_HO,0.2785501182079315,0.8634,13.88488,0.5,0.0,0.25
LA_cfg20_des0,LA,LU,LA_cfg20_des0_swapped_LU,0.2633572518825531,0.8669,14.538342,0.75,0.0,0.25
LA_cfg20_des0,LA,MN,LA_cfg20_des0_swapped_MN,0.33978724479675293,0.8647,21.823126,0.0,0.0,0.0
LA_cfg20_des0,LA,ND,LA_cfg20_des0_swapped_ND,1.1161108016967773,0.8664,13.417751,0.75,0.0,0.25
LA_cfg20_des0,LA,NI,LA_cfg20_des0_swapped_NI,0.5192186832427979,0.8697,13.51619,0.0,0.0,0.0
LA_cfg20_des0,LA,PM,LA_cfg20_des0_swapped_PM,0.4036214351654053,0.8625,11.45829,0.75,0.0,0.25
LA_cfg20_des0,LA,PR,LA_cfg20_des0_swapped_PR,0.3226858377456665,0.8686,13.997246,0.5,0.0,0.25
LA_cfg20_des0,LA,SM,LA_cfg20_des0_swapped_SM,0.23238278925418854,0.8651,18.073696,0.0,0.0,0.0
LA_cfg20_des0,LA,TB,LA_cfg20_des0_swapped_TB,0.32564136385917664,0.8683,11.569921,1.25,0.0,0.5
LA_cfg20_des0,LA,TM,LA_cfg20_des0_swapped_TM,0.3143352270126343,0.8616,11.55861,1.25,0.0,0.5
LA_cfg20_des0,LA,YB,LA_cfg20_des0_swapped_YB,1.6681292057037354,0.8705,11.677049,1.25,0.0,0.5
LA_cfg20_des0,LA,ZN,LA_cfg20_des0_swapped_ZN,1.4525514841079712,0.8613,18.071764,0.0,0.0,0.0
LA_cfg20_des9,LA,CA,LA_cfg20_des9_swapped_CA,,0.8632,12.424003,0.75,0.0,0.25
LA_cfg20_des9,LA,CE,LA_cfg20_des9_swapped_CE,0.3076068162918091,0.8643,11.139565,1.5,0.0,0.5
LA_cfg20_des9,LA,CO,LA_cfg20_des9_swapped_CO,0.40616312623023987,0.8686,11.422389,1.0,0.0,0.25
LA_cfg20_des9,LA,CU,LA_cfg20_des9_swapped_CU,0.32549089193344116,0.8542,13.376113,0.0,0.0,0.0
LA_cfg20_des9,LA,DY,LA_cfg20_des9_swapped_DY,0.2544507682323456,0.8682,23.1551,0.0,0.0,0.0
LA_cfg20_des9,LA,ER,LA_cfg20_des9_swapped_ER,0.2678076922893524,0.864,6.5207443,1.5,0.0,0.5
LA_cfg20_des9,LA,EU,LA_cfg20_des9_swapped_EU,0.19634971022605896,0.8656,21.718218,0.0,0.0,0.0
LA_cfg20_des9,LA,FE,LA_cfg20_des9_swapped_FE,0.27339133620262146,0.8587,11.532753,1.0,0.0,0.25
LA_cfg20_des9,LA,GD,LA_cfg20_des9_swapped_GD,0.5135760307312012,0.8677,13.387601,0.75,0.0,0.25
LA_cfg20_des9,LA,HO,LA_cfg20_des9_swapped_HO,0.3290432393550873,0.8647,15.190618,0.25,0.0,0.0
LA_cfg20_des9,LA,LU,LA_cfg20_des9_swapped_LU,0.21265260875225067,0.8657,12.487109,0.0,0.0,0.0
LA_cfg20_des9,LA,MN,LA_cfg20_des9_swapped_MN,0.44400787353515625,0.8664,21.788147,0.0,0.0,0.0
LA_cfg20_des9,LA,ND,LA_cfg20_des9_swapped_ND,0.28575336933135986,0.8662,11.558394,0.75,0.0,0.25
LA_cfg20_des9,LA,NI,LA_cfg20_des9_swapped_NI,0.28644806146621704,0.8691,16.380182,0.75,0.0,0.25
LA_cfg20_des9,LA,PM,LA_cfg20_des9_swapped_PM,0.3732714354991913,0.8625,8.867888,0.75,0.0,0.25
LA_cfg20_des9,LA,PR,LA_cfg20_des9_swapped_PR,0.3472878634929657,0.8697,15.944587,0.0,0.0,0.0
LA_cfg20_des9,LA,SM,LA_cfg20_des9_swapped_SM,0.24860677123069763,0.8685,21.793032,0.0,0.0,0.0
LA_cfg20_des9,LA,TB,LA_cfg20_des9_swapped_TB,0.21247081458568573,0.8684,15.523633,0.5,0.0,0.25
LA_cfg20_des9,LA,TM,LA_cfg20_des9_swapped_TM,0.40520280599594116,0.8638,11.184085,1.5,0.0,0.5
LA_cfg20_des9,LA,YB,LA_cfg20_des9_swapped_YB,0.22049343585968018,0.8684,12.572,0.0,0.0,0.0
LA_cfg20_des9,LA,ZN,LA_cfg20_des9_swapped_ZN,0.40106001496315,0.8617,12.461661,0.0,0.0,0.0
LA_cfg20_des12,LA,CA,LA_cfg20_des12_swapped_CA,,0.8664,17.595114,0.0,0.0,0.0
LA_cfg20_des12,LA,CE,LA_cfg20_des12_swapped_CE,0.38859421014785767,0.8618,21.696589,0.0,0.0,0.0
LA_cfg20_des12,LA,CO,LA_cfg20_des12_swapped_CO,0.4832223653793335,0.867,14.011284,0.5,0.0,0.25
LA_cfg20_des12,LA,CU,LA_cfg20_des12_swapped_CU,0.39912644028663635,0.8547,13.876555,0.5,0.0,0.25
LA_cfg20_des12,LA,DY,LA_cfg20_des12_swapped_DY,0.425386518239975,0.8717,11.396411,0.75,0.0,0.25
LA_cfg20_des12,LA,ER,LA_cfg20_des12_swapped_ER,0.32924017310142517,0.8653,20.129698,0.0,0.0,0.0
LA_cfg20_des12,LA,EU,LA_cfg20_des12_swapped_EU,0.34306129813194275,0.8665,18.707212,0.0,0.0,0.0
LA_cfg20_des12,LA,FE,LA_cfg20_des12_swapped_FE,0.41292351484298706,0.8568,15.71318,0.5,0.0,0.25
LA_cfg20_des12,LA,GD,LA_cfg20_des12_swapped_GD,0.39304614067077637,0.8664,15.251546,0.25,0.0,0.0
LA_cfg20_des12,LA,HO,LA_cfg20_des12_swapped_HO,0.4328838884830475,0.8645,22.488329,0.0,0.0,0.0
LA_cfg20_des12,LA,LU,LA_cfg20_des12_swapped_LU,0.33079278469085693,0.8661,11.755681,1.25,0.0,0.5
LA_cfg20_des12,LA,MN,LA_cfg20_des12_swapped_MN,0.45646658539772034,0.8652,11.635287,1.25,0.0,0.5
LA_cfg20_des12,LA,ND,LA_cfg20_des12_swapped_ND,0.3460019826889038,0.864,15.762731,0.25,0.0,0.0
LA_cfg20_des12,LA,NI,LA_cfg20_des12_swapped_NI,0.3697129786014557,0.8686,18.509302,0.5,0.0,0.25
LA_cfg20_des12,LA,PM,LA_cfg20_des12_swapped_PM,0.4401842951774597,0.8608,17.237076,0.0,0.0,0.0
LA_cfg20_des12,LA,PR,LA_cfg20_des12_swapped_PR,0.43651795387268066,0.8692,22.411356,0.0,0.0,0.0
